"group","album","id","First_.lp._release","release_date","month","Selfdetermination","style","language","Language_2nd","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","City","sex","region","longList","image","ID.на.сайту.Аристократов","Ссылка.на.группу","listen"
"Orpha","Orpha","sing125","*","14.08.2019","aug","Post-hardcore","rock","англійська","","*","","*","*","","","","*","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a1791881131_16.jpg",20263,"https://www.facebook.com/orphakyiv/","https://orpha.bandcamp.com/album/orpha"
"OwlCraft","Enigmatic Dissolution","sing126","","08.01.2019","jan","Metal","metal","англійська","","","","*","","","","*","","Черкаси","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a3033304323_16.jpg",20264,"https://www.facebook.com/owlkvlt/","https://owlcraftmusic.bandcamp.com/album/enigmatic-dissolution-lp-2018"
"Palmo X","A.T.C.W.","sing127","*","18.02","feb","Electronic, Pop, Synth","electronic","англійська","укр","*","*","*","*","*","*","*","*","Львів","жіноча","Захід","Інші альбоми","https://i1.sndcdn.com/artworks-000305075274-sjtp39-t500x500.jpg",20265,"https://www.facebook.com/palmoxmusic","https://soundcloud.com/palmo_x/sets/palmo-x-a-t-c-w-album"
"Paul Montero","I GIVE YOU MY","sing128","*","26.10.2019","oct","pop","pop","англійська","","*","*","","*","*","*","*","*","Дніпро","чоловіча","Схід","Інші альбоми","https://i1.sndcdn.com/avatars-000525769635-2c3b4t-t500x500.jpg",20266,"https://www.facebook.com/MonteroSinger/","https://soundcloud.com/paul_montero"
"PIANO","Знаки","sing129","*","30.04.2019","apr","indie","indie","українська","","*","*","","*","","","*","*","Львів","мікс","Захід","Інші альбоми","https://i1.sndcdn.com/artworks-000345125646-6vuezx-t500x500.jpg",20267,"https://www.facebook.com/lvivpianoband","https://soundcloud.com/piano-band-1/sets/piano-1"
"Postman","Everything is New","sing130","","09.07","jul","indie folk","country","англійська","укр","*","*","","*","*","*","*","*","Київ","чоловіча","Центр","Long list","https://img.the-village.com.ua/the-village.com.ua/post_image-image/LuxoslUMWVhsFs1mleTjGw-article.jpg",20268,"https://www.facebook.com/postmansings/","https://soundcloud.com/postmanplays/sets/everything-is-new-lp-2018"
"Pree Tone","Kiddy","sing131","*","19.08.2019","aug","nosie rock, shoegaze","rock","англійська","","*","*","*","*","*","","*","","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a1770073286_10.jpg",20269,"https://www.facebook.com/preetone","https://preetone.bandcamp.com/album/kiddy"
"PRID PROD","Приехали","sing132","","11.05.2019","may","rap","hip hop & rap","англійська","укр, рос","","","*","*","*","","*","*","Херсон","чоловіча","Південь","Інші альбоми","https://f4.bcbits.com/img/a2906749580_10.jpg",20404,"https://www.facebook.com/pridprodpage/","https://suckpuckrecordz.bandcamp.com/album/lp"
"protoU","Echoes of the Future","sing133","","28.08.2019","aug","Drone","avant-garde","немає","-","*","*","*","*","*","","*","*","Київ","жіноча","Центр","Інші альбоми",NA,NA,NA,NA
"Pulatova","Рой","sing134","*","29.09.2019","sep","rock","rock","російська","","*","*","*","*","*","*","*","*","Одеса","мікс","Південь","Інші альбоми","https://f4.bcbits.com/img/a1206735480_16.jpg",20270,"https://www.facebook.com/pulatova.music/","https://soundcloud.com/pulatova/sets/roy"
"Quiet Observer","Blocks of life","sing135","","14.10.2019","oct","‪‎progressive metal‬","rock","немає","-","","","*","","","","","","Ужгород","чоловіча","Захід","Інші альбоми","https://f4.bcbits.com/img/a3161331562_16.jpg",20271,"","https://parallelsynchronizedrandomness.bandcamp.com/album/blocks-of-life"
"RapeKit","ClitCult","sing137","*","13.03.2019","mar","porn-grind, downtuned punk","rock","немає","-","","*","*","","","","*","","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a3322433597_16.jpg",20415,"https://www.facebook.com/RapeKit-porn-grind-band-460664343958290/","https://rapekit.bandcamp.com/album/clitcult"
"Raventale","Pathogenesis","sing138","","01.10.2019","oct","Atmospheric Black Metal","metal","англійська","","","","*","","","","*","","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a0783647610_10.jpg",20272,"https://www.facebook.com/raventaleofficial/","https://raventale.bandcamp.com/?fbclid=IwAR38rALwxJSvVs6PSqheUydqFO9nJ74o9Rm391pd15y-jpQX3FVDBSUDE5c"
"Refinders","Skin Effect","sing139","*","22.06.2019","jun","sinty pop, electronic","electronic","англійська","","*","*","","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/releases/_23_0.jpg",20273,"https://www.facebook.com/refindersband.official/","https://itunes.apple.com/ua/album/skin-effect/1400968018?app=music&ign-mpt=uo%3D4"
"Relict Trauma","r∅t∅ release","sing140","*","04.03.2019","mar","non-correlationist noise","avant-garde","немає","-","","","*","","","","","","Чернігів / Київ","чоловіча","Північ","Інші альбоми","https://f4.bcbits.com/img/a3890321513_16.jpg",20393,"https://www.facebook.com/traumaoflifenoise","https://relicttrauma.bandcamp.com/album/r-t-release-official-album-record-01"
"Relict Trauma","r∅t∅ release","sing142","*","04.03.2019","mar","non-correlationist noise","avant-garde","немає","-","","","*","","","","","","Чернігів / Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a3890321513_16.jpg",20393,"https://www.facebook.com/traumaoflifenoise","https://relicttrauma.bandcamp.com/album/r-t-release-official-album-record-01"
"Relict Trauma","under the Yellow sign","sing141","","27.06.2019","jun","non-correlationist noise","avant-garde","немає","-","","","*","","","","","","Чернігів / Київ","чоловіча","Північ","Інші альбоми","https://f4.bcbits.com/img/a0117315995_16.jpg",20406,"https://www.facebook.com/traumaoflifenoise","https://relicttrauma.bandcamp.com/album/under-the-yellow-sign"
"Relict Trauma","under the Yellow sign","sing143","","27.06.2019","jun","non-correlationist noise","avant-garde","немає","-","","","*","","","","","","Чернігів / Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a0117315995_16.jpg",20406,"https://www.facebook.com/traumaoflifenoise","https://relicttrauma.bandcamp.com/album/under-the-yellow-sign"
"RESOLVENTA","Окаянные дни","sing144","*","22.09.2019","sep","dark hardcore, crust","rock","російська","","","","*","","","","*","","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a0840881808_10.jpg",20396,"https://www.facebook.com/resolventaband/","https://resolventa.bandcamp.com/album/-"
"Reve ta Stohne","Mythologia","sing145","*","13.02","feb","grunge/folk","avant-garde","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","https://toloka.to/photos/180303201302195321_f0_0.jpg",20274,"https://www.facebook.com/revetastohne/","https://soundcloud.com/reve-ta-stohne/sets/mythologia"
"Riya","Ейфорія","sing146","","18.09.2019","sep","pop","pop","українська","","*","","","*","*","*","*","*","Київ","жіноча","Центр","Інші альбоми","https://toloka.to/photos/180919123223804752_f0_0.jpg",20275,"https://www.facebook.com/riyamusic/","https://itunes.apple.com/ua/album/%D0%B5%D0%B9%D1%84%D0%BE%D1%80%D1%96%D1%8F/1436616004?l=ru&fbclid=IwAR2GlcQLT4VTLjkvlcCOhv0jXUeQGeLMdtPrSMEEU18ECcsVNpxoeOJKLvE"
"Rostyslav Voitko","Above the Crowd","sing147","*","09.11.2019","nov","Jazz","jazz","немає","-","*","","","*","*","*","","","Вінниця","чоловіча","Центр","Інші альбоми","https://i.scdn.co/image/1e4071542a4889c420fa61e4bf8e6d3d9cf26585",20276,"","https://itunes.apple.com/ca/album/above-the-crowd/1441802621?fbclid=IwAR1K1ddUAyp9_U2Wqf0nAby3elG-WGZYChSiYd8rFKijGnWvTox2BaT2nzA"
"r.roo","Delicate reflex part 3","sing136","","31.07.2019","jul","electronic","electronic","російська","","*","","*","*","*","*","*","*","Київ","чоловіча","Центр","Long list","https://f4.bcbits.com/img/a1227643159_10.jpg",20370,"https://www.facebook.com/rroo.idm/","https://rroo.bandcamp.com/album/delicate-reflex-part-3"
"Satisfaction","Satisfaction, Vol. 1","sing148","","26.08.2019","aug","Rock","rock","російська","","*","","","*","*","","*","*","","чоловіча","інший","Інші альбоми","https://direct.rhapsody.com/imageserver/images/Alb.327823827/500x500.jpg",20277,"","https://itunes.apple.com/us/album/satisfaction-vol-1/1435528055"
"Sectorial","VYR","sing149","","09.11.2019","nov","Blackened Death Metal, Ethnic","metal","українська","","*","","*","*","*","*","*","*","Боярка","чоловіча","Центр","Інші альбоми","https://noizr.com/files/page/20/5bc793888b6671.jpg",20278,"https://www.facebook.com/sectorialUA/","https://sectorial.bandcamp.com/?fbclid=IwAR0LNfu7BBw9WclwF6w-VvW1aECF-JBOi3cCGpQnTF6GytmXVn9D-nETIW8"
"Sex Blender","Hormonizer","sing150","*","20.04.2019","apr","Psychedelic, Stoner,","rock","немає","-","*","*","*","*","*","*","*","*","Львів","чоловіча","Захід","Інші альбоми","https://f4.bcbits.com/img/a3591851549_16.jpg",20279,"https://www.facebook.com/sexblender/","https://sexblender.bandcamp.com/album/hormonizer"
"SHCOLA","Naїve","sing151","*","04.02","feb","dark pop","rock","англійська","","","*","","","","","*","","Київ","чоловіча","Центр","Інші альбоми","https://rock.ua/rockdb/i/cd/full/1033-naive.jpg",20381,"https://www.facebook.com/shcolaband/","https://soundcloud.com/shcola/sets/na-ve-2018"
"Sheetel","Mr. White","sing152","*","21.11.2019","nov","","rock","немає","-","*","*","","","*","*","*","","Київ","чоловіча","Центр","Інші альбоми","https://images-na.ssl-images-amazon.com/images/I/51biICauOAL._SS500.jpg",20371,"https://www.facebook.com/sheetelmusic/","https://itunes.apple.com/ua/album/mr-white/1444828919?l=uk"
"Sherpa the Tiger","Great Vowel Shift","sing153","*","18.05.2019","may","krautrock/ambient","electronic","немає","-","*","*","*","*","*","*","*","*","Львів","чоловіча","Захід","Інші альбоми","https://f4.bcbits.com/img/a0609264172_10.jpg",20280,"https://www.facebook.com/sherpathetiger/","https://itunes.apple.com/ua/album/great-vowel-shift/1384971356?app=music&ign-mpt=uo%3D4"
"SINOPTIK","Fields On Fire","sing154","","10.04.2019","apr","metal","rock","англійська","","*","","*","*","*","*","*","*","Донецьк","чоловіча","Схід","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/releases/a1160045063_10.jpg",20281,"https://www.facebook.com/SinoptikBand","https://soundcloud.com/sinoptik_band/sets/fof"
"Sleep in Heads","On the Air","sing155","*","01.03.2019","mar","Progressive metal","metal","англійська","","*","","*","*","*","*","*","*","Київ","мікс","Центр","Інші альбоми","http://www.dailymetal.com.ua/wp-content/uploads/2018/03/Sleep_In_Heads_cover.jpg",20375,"https://www.facebook.com/sleepinheads/","https://sleepinheads.bandcamp.com/"
"Small Depo","ДЕБИЛЬНЫЙ","sing156","","14.09.2019","sep","post-punk","rock","російська","","*","*","*","*","*","*","*","","Київ","мікс","Центр","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/releases/a1501599158_10.jpg",20282,"https://www.facebook.com/smalldepo","https://soundcloud.com/smalldepo/sets/debilniy/s-2ID9c"
"soda 9000","Скажи ей пусть послушает","sing157","*","01.11.2019","nov","rap","hip hop & rap","російська","","*","","*","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","https://ar.toneden.io/22331033/1cc4a2ae-50f3-4d7a-aa1e-6f4943812939",20283,"","https://itunes.apple.com/ru/album/%D1%81%D0%BA%D0%B0%D0%B6%D0%B8-%D0%B5%D0%B9-%D0%BF%D1%83%D1%81%D1%82%D1%8C-%D0%BF%D0%BE%D1%81%D0%BB%D1%83%D1%88%D0%B0%D0%B5%D1%82/1440171296"
"Somali Yacht Club","The Sea","sing158","","22.01.2019","jan","rock","rock","англійська","","*","","*","*","*","*","*","*","Львів","чоловіча","Захід","Інші альбоми","https://f4.bcbits.com/img/a1537465582_16.jpg",20284,"https://www.facebook.com/Somaliyachtclub/","https://robustfellow.bandcamp.com/album/the-sea"
"Soom","Djebars","sing159","","20.04.2019","apr","RAVE DOOOM","avant-garde","українська","","*","","*","*","*","","*","*","Харків","чоловіча","Схід","Інші альбоми","https://cdn.mp3xa.pw/proxy-static/pp.userapi.com/c845418/v845418587/6b42e/P6VhkBfre4E.jpg",20285,"https://www.facebook.com/soomdoom/","https://soom.bandcamp.com/"
"Space Of Variations","Mind Darknet","sing160","*","01.11.2019","nov","Metal","metal","англійська","","*","*","*","*","*","*","*","","Вінниця","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a3935901136_16.jpg",20286,"https://www.facebook.com/SpaceOfVariations/","https://itunes.apple.com/ua/album/mind-darknet/1440615828"
"SpivOberta","Нові Мости","sing161","*","22.08.2019","aug","Pop, Electronic","pop","українська","","*","*","","*","*","*","*","*","Добропілля","чоловіча","Схід","Інші альбоми","https://notatky.com.ua/wp-content/uploads/DDsfd-2_2-400.jpg",20287,"https://www.facebook.com/spivoberta","https://soundcloud.com/spivoberta/sets/novimosty"
"Stars & Mellow","Everywhere","sing162","*","02.04.2019","apr","Alternative","rock","англійська","","*","","","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","http://overdrive.com.ua/wp-content/uploads/2018/04/artworks-000299668098-s0w385-t500x500.jpg",20288,"https://www.facebook.com/starsandmellow/","https://itunes.apple.com/ua/album/everywhere/1359827842"
"Stoned Jesus","Pilgrims","sing163","","07.09.2019","sep","rock","rock","англійська","","*","*","*","*","*","*","*","*","Київ","чоловіча","Центр","Long list","https://f4.bcbits.com/img/a1224613244_10.jpg",20289,"https://www.facebook.com/stonedjesusband/","https://itunes.apple.com/us/album/pilgrims/1403423847"
"stonefromthesky","Spirals","sing164","*","20.07.2019","jul","Electronic/Experimental","electronic","англійська","","*","","*","*","*","*","*","","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a3908647420_10.jpg",20412,"https://www.facebook.com/stonefromthesky","https://iamstonefromthesky.bandcamp.com/album/spirals"
"Svrm","Лихиї вітри стогнуть без упину","sing165","*","15.05.2019","may","","metal","українська","","","","*","*","*","","*","*","Харків","чоловіча","Схід","Інші альбоми","https://f4.bcbits.com/img/a3070001471_10.jpg",20367,"https://www.facebook.com/Svrm-407478693053139/","https://svrm.bandcamp.com/album/--6"
"TARABAROVA","23:25","sing166","","12.10.2019","oct","pop","pop","українська","","*","","","*","*","*","*","*","Київ","жіноча","Центр","Інші альбоми","http://www.musicboxua.tv/wp-content/uploads/2018/09/TARABAROVA_23_25.jpg",20290,"https://www.facebook.com/TARABAROVAofficial/","https://itunes.apple.com/ua/album/23-25/1436467657"
"The Doox","Ліра","sing167","*","15.06.2019","jun","ethno rock","ethno","українська","","","*","","","","","*","","Київ","мікс","Центр","Інші альбоми","https://notatky.com.ua/wp-content/uploads/doox-lira400.jpg",20291,"https://www.facebook.com/thedoox/","https://soundcloud.com/thedoox/sets/the-doox-lira"
"The Hardkiss","Залізна ластівка","sing168","","19.09.2019","sep","Alternative","pop","українська","eng","*","","","*","*","*","*","*","Київ","мікс","Центр","Інші альбоми","https://upload.wikimedia.org/wikipedia/uk/thumb/6/60/The_Hardkiss_-_%D0%97%D0%B0%D0%BB%D1%96%D0%B7%D0%BD%D0%B0_%D0%BB%D0%B0%D1%81%D1%82%D1%96%D0%B2%D0%BA%D0%B0.jpg/250px-The_Hardkiss_-_%D0%97%D0%B0%D0%BB%D1%96%D0%B7%D0%BD%D0%B0_%D0%BB%D0%B0%D1%81%D1%82%D1%96%D0%B2%D0%BA%D0%B0.jpg",20292,"https://www.facebook.com/THEHARDKISS/","https://itunes.apple.com/us/album/%D0%B7%D0%B0%D0%BB%D1%96%D0%B7%D0%BD%D0%B0-%D0%BB%D0%B0%D1%81%D1%82%D1%96%D0%B2%D0%BA%D0%B0/1435487209"
"THE INFESTATION","Fractal Delusion","sing169","","31.03.2019","mar","Death Metal / Deathcore / Electronic","metal","англійська","","","*","*","*","*","*","*","","Миколаїв","чоловіча","Південь","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/releases/cover_22.jpg",20401,"https://www.facebook.com/theinfestationband/","https://theinfestation.bandcamp.com/album/fractal-delusion"
"The Nietzsche","Live 201","sing170","","01.04.2019","apr","Chaotic Hardcore/Mathcore","metal","українська","","","*","*","","","","","","Одеса","чоловіча","Південь","Інші альбоми","https://f4.bcbits.com/img/a3115109261_10.jpg",20414,"https://www.facebook.com/thenietzscheband","https://thenietzsche.bandcamp.com/album/live-201"
"The Orchestra Of Mirrored Reflections","Narrow Escape","sing171","","25.04.2019","apr","Dark Jazz","jazz","немає","-","","","*","","","","","","Дніпро","мікс","Схід","Long list","https://f4.bcbits.com/img/a3108677677_16.jpg",20293,"https://www.facebook.com/TheOrchestraOfMirroredReflections","https://joltai.bandcamp.com/album/narrow-escape"
"The Room Without Sun","One More Time With Feelings","sing172","*","01.03.2019","mar","Synthwave","rock","англійська","","","","*","*","*","*","*","*","Berlin","чоловіча","Закордон","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/news/a2717380948_10_0.jpg",20294,"https://www.facebook.com/theroomwithoutsun/","https://roomwithoutsun.bandcamp.com/"
"The Troubled","Spacing Away","sing173","*","12.09.2019","sep","Punk rock","rock","англійська","","","*","*","*","*","*","","*","Київ","чоловіча","Центр","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/news/a3411925714_10.jpg",20295,"https://www.facebook.com/Thetroubledpsycho","https://thetroubledpsycho.bandcamp.com/album/spacing-away"
"Transильванія","Dance Elements","sing174","","16.11.2019","nov","rock","rock","російська","eng","","*","","*","","","*","*","Одеса","чоловіча","Південь","Інші альбоми","https://i.scdn.co/image/d2a39e16a3eb64f96e89132b10db8f2daa4ce76d",20359,"https://www.facebook.com/musictransilvania/","https://soundcloud.com/alexey-sholokhov/sets/dance-elements"
"Troye Zillia","Paradise Birds","sing175","","04.01.2019","jan","world music","ethno","українська","","","","","*","","","*","","Львів","мікс","Захід","Інші альбоми","https://notatky.com.ua/wp-content/uploads/troye-p.jpg",20376,"https://www.facebook.com/troyezillia/","https://play.google.com/store/music/album?id=Bweokduvmyzbsnhc4zmded2o2te&tid=song-Teqsh65zwzi6yspg75osddgo7zy"
"Twelves","It's Safer On The Outside","sing176","*","12.05.2019","may","Alternative Metal, Post-Hardcore, Metalcore","metal","англійська","","","*","*","*","*","*","*","*","Львів","мікс","Захід","Інші альбоми","https://f4.bcbits.com/img/a1130294195_10.jpg",20392,"https://www.facebook.com/twelves.music.XII","https://twelvesband.bandcamp.com/album/its-safer-on-the-outside-2"
"TYUPA","SKELI","sing177","*","22.12.2019","dec","electronic","electronic","українська","","","*","","*","*","","*","","Ужгород","мікс","Захід","Інші альбоми","https://notatky.com.ua/wp-content/uploads/tyupa-lp-cover-400.jpg",20418,"https://www.facebook.com/tyupamusic/","https://soundcloud.com/dzhmilrec/sets/tyupa-skeli?fbclid=IwAR1lcPB4GzNHj0GRSXM6CcKGcRqoWZf5kQVInUJgGDtaSDfN0X8q8B3p6Os"
"Ulvegr","Vargkult","sing178","","30.01.2019","jan","HEATHEN BLACK METAL","metal","англійська","","","","*","","","","*","","Харків","чоловіча","Схід","Інші альбоми","http://www.metal-tracker.com/cache_images/details/2234690.jpg",20296,"https://www.facebook.com/Ulvegr/","https://ulvegr.bandcamp.com/album/vargkult"
"US Orchestra","I","sing179","","30.03.2019","mar","traditional","ethno","немає","-","","","*","*","*","*","*","*","Київ","мікс","Центр","Інші альбоми","https://f4.bcbits.com/img/a3716683694_16.jpg",20378,"https://www.facebook.com/UsOrchestra","https://ukrainska-silska-orchestra.bandcamp.com/album/i"
"Vakula","Metaphors","sing180","","26.02","feb","electronic","electronic","немає","-","","*","","","","","*","","Конотоп","чоловіча","Північ","Інші альбоми","https://i1.sndcdn.com/artworks-000214862806-gx74jy-t500x500.jpg",20297,"https://www.facebook.com/VakulaLeleka/","https://www.discogs.com/Vakula-Metaphors/release/11626896"
"Viu Viu","FAKE BOY","sing181","*","28.09.2019","sep","dance & edm","pop","російська","eng","*","*","","*","","*","*","*","Київ","мікс","Центр","Інші альбоми","http://rhyme.ru/wp-content/uploads/2018/10/D5jDVVj7PW4-400x400.jpg",20298,"https://www.facebook.com/viuviumusic/?__tn__=K-R&eid=ARBvTrU6UBVy1uU-ov65wezvGTpptDCXzkRA_0o_wpfo45AB8Xim1peE3FMzT8CHiJ3srIV6Bx0YSNvC&fref=mentions&__xts__%5b0%5d=68.ARDD-qK5GXfxnNJ50wmbhP8OZ0y8W2G8B2ZeNBJA5AEvrRp-Fxrg8zXA2Hn1_hPhPvFLBWO9otZHpiSn4udVbghBKnaxvQ-e1lLmboiVN6sEh0bXGBO2BHJLcTK73baxZkpkg-txGOpQZfuxqU0CCrwjFu9EeGJmJgLx2sOXSG9ij1SjPvXUKw","https://soundcloud.com/viuviumusic/sets/viu-viu-fake-boy"
"Vivienne Mort","Досвід","sing182","","19.02","feb","indie","indie","українська","","*","*","","*","*","*","*","*","Київ","мікс","Центр","Інші альбоми","https://notatky.com.ua/wp-content/uploads/dosvid-400.jpg",20299,"https://www.facebook.com/vivienne.mort/","https://soundcloud.com/vivienne_mort/sets/dosvid-2018"
"Voin Oruwu","Big Space Adventure","sing183","*","15.05.2019","may","electronic","electronic","немає","-","","*","","","","","","","Київ","чоловіча","Центр","Long list","https://imagesaws.juno.co.uk/300/CS686272-01A-MED.jpg",20300,"https://www.facebook.com/oruwu/?ref=py_c&eid=ARCpBhg5CJ2Y6S8Fiu7LgnGJp-5pQ4bvFGgaYUYQ84C0KCO7HY8rXF2a-oETFctZZzdX5emEIdrH54Hc","https://soundcloud.com/privatepersons/privatepersons007"
"Voloshyna & Bushiko","10 писем к Сапфо","sing184","","21.03.2019","mar","poetry","indie","російська","","","*","","","","","","","Київ","мікс","Центр","Інші альбоми","https://scontent.fiev18-1.fna.fbcdn.net/v/t1.0-9/18423728_756385914522244_6928192275539498877_n.jpg?_nc_cat=105&_nc_ht=scontent.fiev18-1.fna&oh=6f1ce5f199316479a111c515a95ec5f8&oe=5C9A7954",20301,"https://www.facebook.com/voloshynabushiko/","https://soundcloud.com/voloshyna-bushiko/sets/10-1"
"Vseravno","Ключ ко всему","sing185","","21.02","feb","post-hardcore","rock","російська","","*","*","","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","http://xzona.su/uploads/posts/2018-02/thumbs/1519484532_11748bf712bb3e6ebe4f7f63cf6043f5.jpg",20302,"https://www.facebook.com/vseravno.official","https://soundcloud.com/vseravnoband/sets/key"
"Way Station","The Way of Minstrel","sing186","","08.02","feb","Post-rock","rock","немає","-","*","*","*","*","*","*","*","*","Київ","чоловіча","Центр","Інші альбоми","https://f4.bcbits.com/img/a3806226894_16.jpg",20303,"https://www.facebook.com/waystationband/","https://waystation.bandcamp.com/"
"Woo York","Chasing The Dream","sing187","","04.05.2019","may","electronic","electronic","немає","-","*","*","","*","*","*","*","*","Київ","чоловіча","Центр","Long list","https://scontent.fiev18-1.fna.fbcdn.net/v/t1.0-9/31948851_1255898851206785_3604929633952202752_n.jpg?_nc_cat=109&_nc_ht=scontent.fiev18-1.fna&oh=5396ec8146018e3cea35257c3e08231e&oe=5C9BF19F",20304,"https://www.facebook.com/woo.york.official/","https://soundcloud.com/woo-york/sets/chasing-the-dream-lp"
"Yotsuya Kaidan","Крошка​-​комета","sing188","*","25.05.2019","may","","rock","російська","","*","*","*","*","*","*","*","*","Одеса","чоловіча","Південь","Інші альбоми","https://www.neformat.com.ua/images/imagecache/material_680w/releases/a4107519467_10.jpg",20305,"https://www.facebook.com/yotsuyakaidanband/","https://yotsuyakaidan.bandcamp.com/album/-"
"YUKO","DURA?","sing189","","28.11.2019","nov","electronic","electronic","українська","рос","*","*","","*","*","*","*","*","Київ","мікс","Центр","Long list","https://i1.sndcdn.com/artworks-000448515327-59b3vv-t500x500.jpg",20306,"https://www.facebook.com/yukoUA/","https://soundcloud.com/masterskayalab/sets/yuko-dura"
